PCA 1,PCA 2,Cluster
-0.7530983622680353,0.4663244294285663,1
-0.8419077668226406,0.48356544680262475,1
-0.9933046022466345,0.46897553612019394,1
-1.1505059571365648,0.45403160116632324,0
-1.2913414345320238,0.4087644187780705,0
-1.299428499213338,0.3951113805086111,0
-1.3051878812524706,0.3509419864105769,0
-1.268839536756296,0.15782040926074845,0
-0.8183311556505054,0.23688029577810218,1
-0.3723558907267518,0.201344259717852,1
0.0638552717893531,0.19622359717146784,1
0.5054128215267676,0.056645212867589306,1
0.8678166121057364,-0.07572128934588883,1
1.1527356221108163,-0.08173142700450818,1
0.9868273416150803,-0.040029306642970996,1
0.8757002227884387,0.032057186299440626,1
0.7637458703459993,-0.01563557238441584,1
0.38486543592500666,0.12941522431933392,1
-0.10275894237632513,0.39777639817975163,1
-0.4991898284864499,0.44726546599326267,1
-0.5468696280082573,0.450315728267874,1
-0.6455588027924092,0.423422632916598,1
-0.6932386023142167,0.42647289519120946,1
-0.6834417105792115,0.4865327433546436,1
-0.6700729470245282,0.5153869809332866,1
-0.6602760552895233,0.5754468290967208,1
-0.833579082172457,0.44781238039023197,1
-0.9536920185404943,0.3567551584320135,1
-1.1317459337381528,0.23494973990577686,0
-1.0749825167386364,0.285571872523705,0
-1.086046859186443,0.33451918958418586,0
-0.946229027024117,0.268980287380275,1
-0.5158490371002721,0.20182402821983556,1
0.0026315548748256025,0.11343931892570157,1
0.49933803156297707,-0.04532586233466996,1
0.981630746197185,-0.3000660581827636,1
1.4677955053705436,-0.5432178992210531,2
2.010604237055249,-0.8647187756435094,2
1.8871443427290397,-0.8150667225968563,2
1.5984622871894523,-0.4232078023630435,2
1.461132178936956,-0.3541314962550986,2
0.9826737910071554,-0.18648548285550187,1
0.4276539406088427,-0.008171440203638582,1
0.0894571289945947,-0.03470016084477352,1
-0.14291261655686807,0.06589264688294802,1
-0.3225703531248945,0.16916555873779263,1
-0.5530747362330003,0.269121276536862,1
-0.7135626230237643,0.16174432535722758,1
-0.8903626677227386,0.09093331984009308,0
-1.05562925422738,-0.01055052056830378,0
-1.1097222991090931,0.03519641634550741,0
-1.2046337895622679,0.019364534363946632,0
-1.2634777227587055,0.07094050145801024,0
-1.2334466696407744,0.2299722686305746,0
-1.1513874772838926,0.4209625671446456,0
-0.9853909201025828,0.49518935199077524,1
-0.3534477917984537,0.4098155441937029,1
0.2844025122437392,0.2207912178656822,1
0.9859253604116219,0.055189667795178685,1
1.3504249421867491,-0.3962190351691886,2
1.7087764634725606,-0.7993012932530562,2
2.0874861550029022,-1.2534970486096289,2
2.080299166072634,-1.1701259756915452,2
1.9616420573485662,-0.8517188226796646,2
1.962530093839709,-0.6901641984997875,2
1.2434349381897032,-0.4618307018293186,2
0.3353296096529684,-0.07032351765551623,1
-0.33895729391703255,0.11124656083954863,1
-0.634935598244422,0.16369035969845733,1
-0.8760091424157157,0.2555460910071598,1
-1.164339425985091,0.2825686390028322,0
-1.147772927740104,0.33778704595019604,0
-1.1313233913984493,0.392462617827883,0
-1.1129193421092578,0.44710801543758005,0
-0.9658140689845601,0.5375411301218993,1
-0.8738290783430639,0.62455169588183,1
-0.7372851632469012,0.7456620822719712,1
-0.868366513668701,0.8033527015802588,1
-1.051404351608485,0.8297167379015782,1
-1.0888977402380935,0.74063313127319,1
-0.8992107808438218,0.7628443219519747,1
-0.7229192379659611,0.7023473022129637,1
-0.5317939207917297,0.6203166008380668,1
-0.22305243373017578,0.4419829690992701,1
0.04157828210860877,0.22008392496467982,1
0.27969207447924554,0.12659696641324789,1
0.22851682147225852,0.3594027160958071,1
0.12181915897894433,0.549948917834657,1
0.03018734894243299,0.720020172796353,1
-0.23910819736889555,0.7582557973826646,1
-0.49927318389555536,0.8744871682723734,1
-0.7437694510239818,0.8791943881696724,1
-0.5320766614303232,0.6510692950482028,1
-0.3717172171206128,0.42277956490569873,1
-0.16872042311213228,0.22469465356139884,1
-0.14442617057364168,0.11691679246148874,1
-0.11993619106958682,0.008147881422141933,1
-0.10620329655963119,-0.0689527079719459,1
-0.18373135545730604,-0.053869330082115634,1
