local_time,date,year,month,hour,day_of_week,is_weekend,is_rush_hour,season,aqi,co,no2,o3,pm10,pm25,so2,clouds,precipitation,pressure,relative_humidity,temperature,uv_index,wind_speed,aqi_category
2022-01-13 00:00:00,2022-01-13,2022,1,0,3,0,0,0,180,381.3,16.7,86.7,109.3,77.67,54.7,100,0.0,1019,93,17.0,0.0,1.22,Unhealthy
2022-01-13 01:00:00,2022-01-13,2022,1,1,3,0,0,0,181,389.8,17.0,87.0,111.0,79.0,59.0,100,0.0,1019,97,16.8,0.0,1.33,Unhealthy
2022-01-13 02:00:00,2022-01-13,2022,1,2,3,0,0,0,178,385.0,16.0,87.3,107.3,76.33,58.7,91,0.0,1019,97,16.4,0.0,1.44,Unhealthy
2022-01-13 03:00:00,2022-01-13,2022,1,3,3,0,0,0,174,380.1,15.0,87.7,103.7,73.67,58.3,83,0.0,1019,97,16.1,0.0,3.1,Unhealthy
2022-01-13 04:00:00,2022-01-13,2022,1,4,3,0,0,0,171,375.3,14.0,88.0,100.0,71.0,58.0,75,0.0,1018,97,15.7,0.0,1.66,Unhealthy
2022-01-13 05:00:00,2022-01-13,2022,1,5,3,0,0,0,170,367.9,12.7,86.7,99.3,70.33,56.0,83,0.0,1019,96,15.6,0.0,1.77,Unhealthy
2022-01-13 06:00:00,2022-01-13,2022,1,6,3,0,1,0,169,360.5,11.3,85.3,98.7,69.67,54.0,91,0.0,1020,96,15.6,0.0,1.88,Unhealthy
2022-01-13 07:00:00,2022-01-13,2022,1,7,3,0,1,0,168,353.1,10.0,84.0,98.0,69.0,52.0,100,0.0,1020,95,15.5,0.6,2.0,Unhealthy
2022-01-13 08:00:00,2022-01-13,2022,1,8,3,0,1,0,166,343.5,9.0,87.3,95.7,67.67,48.7,91,0.0,1021,94,15.4,0.7,2.33,Unhealthy
2022-01-13 09:00:00,2022-01-13,2022,1,9,3,0,1,0,165,334.0,8.0,90.7,93.3,66.33,45.3,83,0.0,1022,93,15.3,1.0,2.66,Unhealthy
2022-01-13 10:00:00,2022-01-13,2022,1,10,3,0,0,0,163,324.5,7.0,94.0,91.0,65.0,42.0,75,0.25,1022,93,15.2,1.5,3.0,Unhealthy
2022-01-13 11:00:00,2022-01-13,2022,1,11,3,0,0,0,163,319.6,6.7,95.7,91.3,65.33,39.0,83,0.0,1021,87,15.6,1.9,3.0,Unhealthy
2022-01-13 12:00:00,2022-01-13,2022,1,12,3,0,0,0,164,314.8,6.3,97.3,91.7,65.67,36.0,91,0.0,1021,82,16.1,2.0,3.0,Unhealthy
2022-01-13 13:00:00,2022-01-13,2022,1,13,3,0,0,0,164,309.9,6.0,99.0,92.0,66.0,33.0,100,0.5,1020,77,16.5,1.9,3.0,Unhealthy
2022-01-13 14:00:00,2022-01-13,2022,1,14,3,0,0,0,164,307.6,6.3,98.7,91.7,65.67,31.7,100,0.0,1019,75,16.6,1.5,2.66,Unhealthy
2022-01-13 15:00:00,2022-01-13,2022,1,15,3,0,0,0,163,305.2,6.7,98.3,91.3,65.33,30.3,100,0.0,1019,73,16.6,1.1,2.33,Unhealthy
2022-01-13 16:00:00,2022-01-13,2022,1,16,3,0,0,0,163,302.9,7.0,98.0,91.0,65.0,29.0,100,0.0,1018,72,16.7,0.8,2.0,Unhealthy
2022-01-13 17:00:00,2022-01-13,2022,1,17,3,0,1,0,170,313.4,8.3,91.7,99.0,70.67,31.7,100,0.0,1019,73,16.6,0.7,2.0,Unhealthy
2022-01-13 18:00:00,2022-01-13,2022,1,18,3,0,1,0,178,323.9,9.7,85.3,107.0,76.33,34.3,100,0.0,1019,74,16.4,0.0,2.0,Unhealthy
2022-01-13 19:00:00,2022-01-13,2022,1,19,3,0,1,0,185,334.4,11.0,79.0,115.0,82.0,37.0,100,0.0,1019,76,16.3,0.0,2.0,Unhealthy
2022-01-13 20:00:00,2022-01-13,2022,1,20,3,0,1,0,195,351.7,13.7,74.3,124.7,89.0,43.7,100,0.0,1020,76,16.3,0.0,2.0,Unhealthy
2022-01-13 21:00:00,2022-01-13,2022,1,21,3,0,0,0,204,369.0,16.3,69.7,134.3,96.0,50.3,100,0.0,1020,76,16.3,0.0,2.0,Very Unhealthy
2022-01-13 22:00:00,2022-01-13,2022,1,22,3,0,0,0,213,386.3,19.0,65.0,144.0,103.0,57.0,100,0.25,1020,76,16.3,0.0,2.0,Very Unhealthy
2022-01-13 23:00:00,2022-01-13,2022,1,23,3,0,0,0,225,416.5,21.7,61.0,156.7,112.0,65.3,100,0.0,1020,77,16.2,0.0,1.93,Very Unhealthy
2022-01-14 00:00:00,2022-01-14,2022,1,0,4,0,0,0,237,446.6,24.3,57.0,169.3,121.0,73.7,100,0.0,1019,77,16.0,0.0,1.86,Very Unhealthy
2022-01-14 01:00:00,2022-01-14,2022,1,1,4,0,0,0,249,476.8,27.0,53.0,182.0,130.0,82.0,100,0.0,1019,78,15.9,0.0,1.8,Very Unhealthy
2022-01-14 02:00:00,2022-01-14,2022,1,2,4,0,0,0,250,482.4,26.7,50.3,183.0,130.33,78.3,100,0.0,1019,79,15.7,0.0,1.73,Very Unhealthy
2022-01-14 03:00:00,2022-01-14,2022,1,3,4,0,0,0,250,488.1,26.3,47.7,184.0,130.67,74.7,100,0.0,1018,80,15.5,0.0,1.0,Very Unhealthy
2022-01-14 04:00:00,2022-01-14,2022,1,4,4,0,0,0,250,493.7,26.0,45.0,185.0,131.0,71.0,100,0.0,1018,81,15.3,0.0,2.6,Very Unhealthy
2022-01-14 05:00:00,2022-01-14,2022,1,5,4,0,0,0,237,488.9,25.3,42.0,170.0,120.67,65.3,79,0.0,1018,85,15.3,0.0,2.1,Very Unhealthy
2022-01-14 06:00:00,2022-01-14,2022,1,6,4,0,1,0,223,484.0,24.7,39.0,155.0,110.33,59.7,58,0.0,1019,89,15.4,0.0,2.1,Very Unhealthy
2022-01-14 07:00:00,2022-01-14,2022,1,7,4,0,1,0,209,479.1,24.0,36.0,140.0,100.0,54.0,37,0.0,1019,94,15.4,0.6,1.5,Very Unhealthy
2022-01-14 08:00:00,2022-01-14,2022,1,8,4,0,1,0,196,445.5,19.7,44.7,126.7,90.33,50.0,58,0.0,1019,91,15.8,0.7,1.5,Unhealthy
2022-01-14 09:00:00,2022-01-14,2022,1,9,4,0,1,0,184,411.8,15.3,53.3,113.3,80.67,46.0,79,0.0,1020,88,16.3,1.1,2.6,Unhealthy
2022-01-14 10:00:00,2022-01-14,2022,1,10,4,0,0,0,171,378.2,11.0,62.0,100.0,71.0,42.0,100,0.0,1020,86,16.7,1.5,1.2,Unhealthy
2022-01-14 11:00:00,2022-01-14,2022,1,11,4,0,0,0,162,363.8,9.3,71.0,91.3,64.67,37.3,100,0.0,1019,85,17.0,2.0,1.13,Unhealthy
2022-01-14 12:00:00,2022-01-14,2022,1,12,4,0,0,0,154,349.4,7.7,80.0,82.7,58.33,32.7,100,0.0,1018,84,17.4,2.1,1.06,Unhealthy
2022-01-14 13:00:00,2022-01-14,2022,1,13,4,0,0,0,145,335.0,6.0,89.0,74.0,52.0,28.0,100,0.0,1017,83,17.7,2.3,1.0,Unhealthy for sensitive groups
2022-01-14 14:00:00,2022-01-14,2022,1,14,4,0,0,0,141,329.5,6.0,91.7,72.0,50.67,24.3,100,0.0,1016,82,18.0,2.0,1.0,Unhealthy for sensitive groups
2022-01-14 15:00:00,2022-01-14,2022,1,15,4,0,0,0,138,324.1,6.0,94.3,70.0,49.33,20.7,100,0.0,1015,80,18.3,1.2,1.0,Unhealthy for sensitive groups
2022-01-14 16:00:00,2022-01-14,2022,1,16,4,0,0,0,134,318.6,6.0,97.0,68.0,48.0,17.0,100,0.0,1015,79,18.6,0.8,1.0,Unhealthy for sensitive groups
2022-01-14 17:00:00,2022-01-14,2022,1,17,4,0,1,0,167,359.9,12.0,81.0,96.3,68.33,26.3,79,0.0,1015,81,18.4,0.8,1.0,Unhealthy
2022-01-14 18:00:00,2022-01-14,2022,1,18,4,0,1,0,194,401.1,18.0,65.0,124.7,88.67,35.7,58,0.0,1015,84,18.1,0.0,2.1,Unhealthy
2022-01-14 19:00:00,2022-01-14,2022,1,19,4,0,1,0,221,442.4,24.0,49.0,153.0,109.0,45.0,37,0.0,1015,86,17.9,0.0,1.5,Very Unhealthy
2022-01-14 20:00:00,2022-01-14,2022,1,20,4,0,1,0,230,465.9,27.3,44.7,162.0,115.33,52.0,58,0.0,1015,87,17.8,0.0,1.0,Very Unhealthy
2022-01-14 21:00:00,2022-01-14,2022,1,21,4,0,0,0,238,489.4,30.7,40.3,171.0,121.67,59.0,79,0.0,1016,88,17.7,0.0,1.5,Very Unhealthy
2022-01-14 22:00:00,2022-01-14,2022,1,22,4,0,0,0,246,513.0,34.0,36.0,180.0,128.0,66.0,100,0.0,1016,89,17.6,0.0,1.0,Very Unhealthy
2022-01-14 23:00:00,2022-01-14,2022,1,23,4,0,0,0,265,564.5,39.0,30.0,200.0,142.0,79.7,100,0.0,1016,91,17.4,0.0,1.0,Very Unhealthy
2022-01-15 00:00:00,2022-01-15,2022,1,0,5,1,0,0,206,616.1,44.0,24.0,220.0,156.0,93.3,100,0.0,1016,93,17.2,0.0,1.0,Very Unhealthy
2022-01-15 01:00:00,2022-01-15,2022,1,1,5,1,0,0,220,667.6,49.0,18.0,240.0,170.0,107.0,100,0.0,1016,95,17.0,0.0,1.0,Very Unhealthy
2022-01-15 02:00:00,2022-01-15,2022,1,2,5,1,0,0,228,713.7,50.0,15.0,251.7,178.0,100.0,100,0.0,1015,95,16.8,0.0,1.0,Very Unhealthy
2022-01-15 03:00:00,2022-01-15,2022,1,3,5,1,0,0,236,759.8,51.0,12.0,263.3,186.0,93.0,100,0.0,1015,95,16.7,0.0,1.0,Very Unhealthy
2022-01-15 04:00:00,2022-01-15,2022,1,4,5,1,0,0,244,806.0,52.0,9.0,275.0,194.0,86.0,100,0.0,1015,95,16.5,0.0,1.0,Very Unhealthy
2022-01-15 05:00:00,2022-01-15,2022,1,5,5,1,0,0,227,753.8,47.3,12.7,250.0,176.33,73.3,91,0.0,1016,96,16.4,0.0,1.0,Very Unhealthy
2022-01-15 06:00:00,2022-01-15,2022,1,6,5,1,1,0,209,701.7,42.7,16.3,225.0,158.67,60.7,83,0.0,1016,97,16.4,0.0,1.0,Very Unhealthy
2022-01-15 07:00:00,2022-01-15,2022,1,7,5,1,1,0,264,649.5,38.0,20.0,200.0,141.0,48.0,75,0.0,1017,98,16.3,0.6,1.0,Very Unhealthy
2022-01-15 08:00:00,2022-01-15,2022,1,8,5,1,1,0,232,563.0,30.0,38.3,166.0,117.33,40.3,83,0.0,1017,96,16.6,0.7,1.66,Very Unhealthy
2022-01-15 09:00:00,2022-01-15,2022,1,9,5,1,1,0,201,476.4,22.0,56.7,132.0,93.67,32.7,91,0.0,1018,95,16.9,1.0,2.33,Very Unhealthy
2022-01-15 10:00:00,2022-01-15,2022,1,10,5,1,0,0,169,389.8,14.0,75.0,98.0,70.0,25.0,100,0.0,1018,93,17.2,1.5,3.0,Unhealthy
2022-01-15 11:00:00,2022-01-15,2022,1,11,5,1,0,0,154,345.1,11.0,83.0,82.0,58.67,20.0,79,0.0,1017,87,18.0,1.9,2.66,Unhealthy
2022-01-15 12:00:00,2022-01-15,2022,1,12,5,1,0,0,132,300.4,8.0,91.0,66.0,47.33,15.0,58,0.0,1016,81,18.8,2.1,2.33,Unhealthy for sensitive groups
2022-01-15 13:00:00,2022-01-15,2022,1,13,5,1,0,0,102,255.6,5.0,99.0,50.0,36.0,10.0,37,0.0,1015,76,19.6,1.9,2.0,Unhealthy for sensitive groups
2022-01-15 14:00:00,2022-01-15,2022,1,14,5,1,0,0,117,256.6,6.7,91.7,58.0,41.67,13.3,58,0.0,1015,75,20.3,1.6,2.0,Unhealthy for sensitive groups
2022-01-15 15:00:00,2022-01-15,2022,1,15,5,1,0,0,132,257.6,8.3,84.3,66.0,47.33,16.7,79,0.0,1014,73,20.9,1.1,2.0,Unhealthy for sensitive groups
2022-01-15 16:00:00,2022-01-15,2022,1,16,5,1,0,0,148,258.5,10.0,77.0,74.0,53.0,20.0,100,0.0,1014,72,21.6,0.8,2.0,Unhealthy for sensitive groups
2022-01-15 17:00:00,2022-01-15,2022,1,17,5,1,1,0,162,280.3,13.3,67.7,90.0,64.33,25.3,100,0.0,1015,76,21.0,0.7,2.0,Unhealthy
2022-01-15 18:00:00,2022-01-15,2022,1,18,5,1,1,0,177,302.1,16.7,58.3,106.0,75.67,30.7,100,0.0,1015,79,20.4,0.0,2.0,Unhealthy
2022-01-15 19:00:00,2022-01-15,2022,1,19,5,1,1,0,192,323.9,20.0,49.0,122.0,87.0,36.0,100,0.0,1016,83,19.8,0.0,2.0,Unhealthy
2022-01-15 20:00:00,2022-01-15,2022,1,20,5,1,1,0,200,342.2,22.3,46.0,130.3,92.67,42.7,100,0.0,1016,85,19.5,0.0,2.0,Unhealthy
2022-01-15 21:00:00,2022-01-15,2022,1,21,5,1,0,0,207,360.5,24.7,43.0,138.7,98.33,49.3,100,0.0,1016,87,19.3,0.0,2.0,Very Unhealthy
2022-01-15 22:00:00,2022-01-15,2022,1,22,5,1,0,0,215,378.8,27.0,40.0,147.0,104.0,56.0,100,0.0,1017,88,19.0,0.0,2.0,Very Unhealthy
2022-01-15 23:00:00,2022-01-15,2022,1,23,5,1,0,0,219,396.1,29.0,38.7,151.3,107.0,62.0,100,0.0,1017,88,18.9,0.0,1.66,Very Unhealthy
2022-01-16 00:00:00,2022-01-16,2022,1,0,6,1,0,0,223,413.4,31.0,37.3,155.7,110.0,68.0,100,0.0,1017,88,18.9,0.0,1.33,Very Unhealthy
2022-01-16 01:00:00,2022-01-16,2022,1,1,6,1,0,0,227,430.7,33.0,36.0,160.0,113.0,74.0,100,0.0,1017,88,18.8,0.0,1.0,Very Unhealthy
2022-01-16 02:00:00,2022-01-16,2022,1,2,6,1,0,0,219,431.3,32.0,36.3,152.3,107.67,68.0,100,0.0,1016,90,18.6,0.0,1.0,Very Unhealthy
2022-01-16 03:00:00,2022-01-16,2022,1,3,6,1,0,0,212,431.9,31.0,36.7,144.7,102.33,62.0,100,0.0,1016,92,18.4,0.0,1.0,Very Unhealthy
2022-01-16 04:00:00,2022-01-16,2022,1,4,6,1,0,0,205,432.4,30.0,37.0,137.0,97.0,56.0,100,0.0,1015,93,18.2,0.0,1.0,Very Unhealthy
2022-01-16 05:00:00,2022-01-16,2022,1,5,6,1,0,0,199,402.5,26.3,40.7,130.3,92.33,48.3,91,0.0,1016,94,18.1,0.0,1.0,Unhealthy
2022-01-16 06:00:00,2022-01-16,2022,1,6,6,1,1,0,193,372.5,22.7,44.3,123.7,87.67,40.7,83,0.0,1016,95,18.1,0.0,1.0,Unhealthy
2022-01-16 07:00:00,2022-01-16,2022,1,7,6,1,1,0,187,342.6,19.0,48.0,117.0,83.0,33.0,75,0.0,1017,96,18.0,0.6,1.0,Unhealthy
2022-01-16 08:00:00,2022-01-16,2022,1,8,6,1,1,0,169,297.6,15.0,60.7,97.7,69.33,26.3,75,0.0,1017,94,19.0,0.7,1.33,Unhealthy
2022-01-16 09:00:00,2022-01-16,2022,1,9,6,1,1,0,150,252.7,11.0,73.3,78.3,55.67,19.7,75,0.0,1017,91,20.0,2.2,1.66,Unhealthy for sensitive groups
2022-01-16 10:00:00,2022-01-16,2022,1,10,6,1,0,0,118,207.8,7.0,86.0,59.0,42.0,13.0,75,0.0,1018,88,21.0,2.3,2.0,Unhealthy for sensitive groups
2022-01-16 11:00:00,2022-01-16,2022,1,11,6,1,0,0,111,192.4,5.7,90.0,55.3,39.33,12.0,70,0.0,1017,83,22.2,3.7,2.33,Unhealthy for sensitive groups
2022-01-16 12:00:00,2022-01-16,2022,1,12,6,1,0,0,103,177.0,4.3,94.0,51.7,36.67,11.0,66,0.0,1016,79,23.4,3.8,2.66,Unhealthy for sensitive groups
2022-01-16 13:00:00,2022-01-16,2022,1,13,6,1,0,0,98,161.7,3.0,98.0,48.0,34.0,10.0,62,0.0,1015,74,24.6,3.9,3.0,Moderate
2022-01-16 14:00:00,2022-01-16,2022,1,14,6,1,0,0,109,171.0,4.7,92.3,54.3,38.67,13.0,75,0.0,1015,75,23.9,3.3,3.0,Unhealthy for sensitive groups
2022-01-16 15:00:00,2022-01-16,2022,1,15,6,1,0,0,121,180.3,6.3,86.7,60.7,43.33,16.0,87,0.0,1015,75,23.3,2.3,3.0,Unhealthy for sensitive groups
2022-01-16 16:00:00,2022-01-16,2022,1,16,6,1,0,0,134,189.7,8.0,81.0,67.0,48.0,19.0,100,0.0,1015,75,22.6,1.6,3.0,Unhealthy for sensitive groups
2022-01-16 17:00:00,2022-01-16,2022,1,17,6,1,1,0,140,219.4,10.0,73.7,70.7,50.33,22.3,100,0.0,1016,79,21.6,1.2,2.66,Unhealthy for sensitive groups
2022-01-16 18:00:00,2022-01-16,2022,1,18,6,1,1,0,147,249.2,12.0,66.3,74.3,52.67,25.7,100,0.0,1016,83,20.7,0.0,2.33,Unhealthy for sensitive groups
2022-01-16 19:00:00,2022-01-16,2022,1,19,6,1,1,0,153,279.0,14.0,59.0,78.0,55.0,29.0,100,0.0,1016,88,19.7,0.0,2.0,Unhealthy
2022-01-16 20:00:00,2022-01-16,2022,1,20,6,1,1,0,137,304.8,14.0,57.0,69.7,49.0,31.3,100,0.0,1017,88,18.7,0.0,3.33,Unhealthy for sensitive groups
2022-01-16 21:00:00,2022-01-16,2022,1,21,6,1,0,0,121,330.7,14.0,55.0,61.3,43.0,33.7,100,0.0,1017,88,17.7,0.0,4.66,Unhealthy for sensitive groups
2022-01-16 22:00:00,2022-01-16,2022,1,22,6,1,0,0,104,356.6,14.0,53.0,53.0,37.0,36.0,100,0.0,1018,89,16.7,0.0,6.0,Unhealthy for sensitive groups
2022-01-16 23:00:00,2022-01-16,2022,1,23,6,1,0,0,106,360.1,14.0,52.7,53.7,37.67,38.3,100,0.0,1018,89,16.3,0.0,5.33,Unhealthy for sensitive groups
2022-01-17 00:00:00,2022-01-17,2022,1,0,0,0,0,0,108,363.6,14.0,52.3,54.3,38.33,40.7,100,0.0,1018,89,15.8,0.0,4.66,Unhealthy for sensitive groups
2022-01-17 01:00:00,2022-01-17,2022,1,1,0,0,0,0,110,367.1,14.0,52.0,55.0,39.0,43.0,100,0.0,1018,90,15.4,0.0,4.0,Unhealthy for sensitive groups
2022-01-17 02:00:00,2022-01-17,2022,1,2,0,0,0,0,111,362.6,14.0,51.0,55.7,39.33,42.7,87,0.0,1018,91,15.1,0.0,3.66,Unhealthy for sensitive groups
2022-01-17 03:00:00,2022-01-17,2022,1,3,0,0,0,0,112,358.1,14.0,50.0,56.3,39.67,42.3,75,0.0,1018,92,14.7,0.0,3.33,Unhealthy for sensitive groups
2022-01-17 04:00:00,2022-01-17,2022,1,4,0,0,0,0,112,353.7,14.0,49.0,57.0,40.0,42.0,62,0.5,1018,93,14.4,0.0,3.0,Unhealthy for sensitive groups
2022-01-17 05:00:00,2022-01-17,2022,1,5,0,0,0,0,116,348.2,13.0,48.3,58.7,41.33,39.7,66,2.25,1018,93,14.2,0.0,3.33,Unhealthy for sensitive groups
2022-01-17 06:00:00,2022-01-17,2022,1,6,0,0,1,0,120,342.8,12.0,47.7,60.3,42.67,37.3,70,2.5,1019,93,14.0,0.0,3.66,Unhealthy for sensitive groups
2022-01-17 07:00:00,2022-01-17,2022,1,7,0,0,1,0,123,337.3,11.0,47.0,62.0,44.0,35.0,75,1.75,1020,93,13.8,0.6,4.0,Unhealthy for sensitive groups
2022-01-17 08:00:00,2022-01-17,2022,1,8,0,0,1,0,115,329.0,10.3,49.3,57.7,41.0,32.0,66,0.75,1021,91,14.0,0.7,3.66,Unhealthy for sensitive groups
2022-01-17 09:00:00,2022-01-17,2022,1,9,0,0,1,0,107,320.6,9.7,51.7,53.3,38.0,29.0,58,0.0,1022,90,14.1,1.0,3.33,Unhealthy for sensitive groups
2022-01-17 10:00:00,2022-01-17,2022,1,10,0,0,0,0,100,312.2,9.0,54.0,49.0,35.0,26.0,50,0.75,1022,89,14.3,1.5,3.0,Moderate
2022-01-17 11:00:00,2022-01-17,2022,1,11,0,0,0,0,100,310.9,9.0,55.0,49.0,35.0,24.7,58,0.0,1022,85,14.6,1.9,3.0,Moderate
2022-01-17 12:00:00,2022-01-17,2022,1,12,0,0,0,0,100,309.5,9.0,56.0,49.0,35.0,23.3,66,0.25,1021,81,15.0,2.1,3.0,Moderate
2022-01-17 13:00:00,2022-01-17,2022,1,13,0,0,0,0,100,308.1,9.0,57.0,49.0,35.0,22.0,75,0.75,1021,78,15.3,2.0,3.0,Moderate
2022-01-17 14:00:00,2022-01-17,2022,1,14,0,0,0,0,103,311.1,9.3,56.0,51.0,36.33,22.7,66,0.0,1021,75,15.5,1.6,3.0,Unhealthy for sensitive groups
2022-01-17 15:00:00,2022-01-17,2022,1,15,0,0,0,0,106,314.0,9.7,55.0,53.0,37.67,23.3,58,0.25,1020,73,15.8,1.1,3.0,Unhealthy for sensitive groups
2022-01-17 16:00:00,2022-01-17,2022,1,16,0,0,0,0,110,316.9,10.0,54.0,55.0,39.0,24.0,50,0.0,1020,71,16.0,0.8,3.0,Unhealthy for sensitive groups
2022-01-17 17:00:00,2022-01-17,2022,1,17,0,0,1,0,118,322.7,11.0,53.3,59.3,42.0,26.0,66,0.0,1020,74,15.8,0.7,2.33,Unhealthy for sensitive groups
2022-01-17 18:00:00,2022-01-17,2022,1,18,0,0,1,0,126,328.6,12.0,52.7,63.7,45.0,28.0,83,0.0,1021,76,15.6,0.0,1.66,Unhealthy for sensitive groups
2022-01-17 19:00:00,2022-01-17,2022,1,19,0,0,1,0,134,334.4,13.0,52.0,68.0,48.0,30.0,100,0.0,1021,79,15.4,0.0,1.0,Unhealthy for sensitive groups
2022-01-17 20:00:00,2022-01-17,2022,1,20,0,0,1,0,139,337.1,13.3,53.7,70.0,49.67,33.0,100,0.0,1021,82,15.4,0.0,1.33,Unhealthy for sensitive groups
2022-01-17 21:00:00,2022-01-17,2022,1,21,0,0,0,0,143,339.8,13.7,55.3,72.0,51.33,36.0,100,0.75,1022,85,15.3,0.0,1.66,Unhealthy for sensitive groups
2022-01-17 22:00:00,2022-01-17,2022,1,22,0,0,0,0,148,342.6,14.0,57.0,74.0,53.0,39.0,100,0.25,1022,89,15.3,0.0,2.0,Unhealthy for sensitive groups
2022-01-17 23:00:00,2022-01-17,2022,1,23,0,0,0,0,148,343.0,14.7,59.0,74.7,53.33,41.7,100,0.0,1022,88,15.3,0.0,2.0,Unhealthy for sensitive groups
2022-01-18 00:00:00,2022-01-18,2022,1,0,1,0,0,0,149,343.4,15.3,61.0,75.3,53.67,44.3,100,0.0,1022,87,15.4,0.0,2.0,Unhealthy for sensitive groups
2022-01-18 01:00:00,2022-01-18,2022,1,1,1,0,0,0,150,343.7,16.0,63.0,76.0,54.0,47.0,100,0.0,1022,86,15.4,0.0,2.0,Unhealthy for sensitive groups
2022-01-18 02:00:00,2022-01-18,2022,1,2,1,0,0,0,146,338.1,15.7,64.3,73.7,52.33,46.0,100,0.0,1022,87,15.3,0.0,2.0,Unhealthy for sensitive groups
2022-01-18 03:00:00,2022-01-18,2022,1,3,1,0,0,0,141,332.5,15.3,65.7,71.3,50.67,45.0,100,0.0,1022,88,15.3,0.0,2.0,Unhealthy for sensitive groups
2022-01-18 04:00:00,2022-01-18,2022,1,4,1,0,0,0,137,326.8,15.0,67.0,69.0,49.0,44.0,100,0.0,1021,89,15.2,0.0,2.0,Unhealthy for sensitive groups
2022-01-18 05:00:00,2022-01-18,2022,1,5,1,0,0,0,132,334.0,15.3,63.0,66.7,47.33,43.0,100,0.0,1022,88,15.2,0.0,2.0,Unhealthy for sensitive groups
2022-01-18 06:00:00,2022-01-18,2022,1,6,1,0,1,0,128,341.2,15.7,59.0,64.3,45.67,42.0,100,0.0,1022,88,15.2,0.0,2.0,Unhealthy for sensitive groups
2022-01-18 07:00:00,2022-01-18,2022,1,7,1,0,1,0,123,348.4,16.0,55.0,62.0,44.0,41.0,100,0.0,1022,87,15.2,0.6,2.0,Unhealthy for sensitive groups
2022-01-18 08:00:00,2022-01-18,2022,1,8,1,0,1,0,103,319.6,12.3,67.7,51.3,36.67,34.7,79,0.0,1023,75,16.5,0.7,2.0,Unhealthy for sensitive groups
2022-01-18 09:00:00,2022-01-18,2022,1,9,1,0,1,0,87,290.8,8.7,80.3,40.7,29.33,28.3,58,0.0,1023,64,17.7,1.1,2.0,Moderate
2022-01-18 10:00:00,2022-01-18,2022,1,10,1,0,0,0,72,262.0,5.0,93.0,30.0,22.0,22.0,37,0.0,1023,55,19.0,1.6,2.0,Moderate
2022-01-18 11:00:00,2022-01-18,2022,1,11,1,0,0,0,69,250.9,4.3,103.7,28.3,20.67,20.0,37,0.0,1022,49,19.8,2.7,2.33,Moderate
2022-01-18 12:00:00,2022-01-18,2022,1,12,1,0,0,0,66,239.9,3.7,114.3,26.7,19.33,18.0,37,0.0,1021,44,20.5,5.7,2.66,Moderate
2022-01-18 13:00:00,2022-01-18,2022,1,13,1,0,0,0,63,228.8,3.0,125.0,25.0,18.0,16.0,37,0.0,1020,39,21.3,6.1,3.0,Moderate
2022-01-18 14:00:00,2022-01-18,2022,1,14,1,0,0,0,64,226.2,3.0,126.7,26.3,18.67,16.3,37,0.0,1019,40,21.6,4.7,2.33,Moderate
2022-01-18 15:00:00,2022-01-18,2022,1,15,1,0,0,0,66,223.7,3.0,128.3,27.7,19.33,16.7,37,0.0,1018,41,21.9,3.4,1.66,Moderate
2022-01-18 16:00:00,2022-01-18,2022,1,16,1,0,0,0,67,221.2,3.0,130.0,29.0,20.0,17.0,37,0.0,1018,42,22.2,2.4,1.0,Moderate
2022-01-18 17:00:00,2022-01-18,2022,1,17,1,0,1,0,155,300.0,14.0,96.3,84.0,59.33,29.7,37,0.0,1018,49,20.8,1.9,1.33,Unhealthy
2022-01-18 18:00:00,2022-01-18,2022,1,18,1,0,1,0,208,378.8,25.0,62.7,139.0,98.67,42.3,37,0.0,1018,57,19.3,0.0,1.66,Very Unhealthy
2022-01-18 19:00:00,2022-01-18,2022,1,19,1,0,1,0,260,457.5,36.0,29.0,194.0,138.0,55.0,37,0.0,1019,67,17.9,0.0,2.0,Very Unhealthy
2022-01-18 20:00:00,2022-01-18,2022,1,20,1,0,1,0,269,488.9,39.7,28.0,204.0,145.0,62.7,50,0.0,1019,72,17.5,0.0,2.0,Very Unhealthy
2022-01-18 21:00:00,2022-01-18,2022,1,21,1,0,0,0,202,520.2,43.3,27.0,214.0,152.0,70.3,62,0.0,1019,78,17.1,0.0,2.0,Very Unhealthy
2022-01-18 22:00:00,2022-01-18,2022,1,22,1,0,0,0,209,551.5,47.0,26.0,224.0,159.0,78.0,75,0.0,1020,85,16.7,0.0,2.0,Very Unhealthy
2022-01-18 23:00:00,2022-01-18,2022,1,23,1,0,0,0,202,545.9,46.7,29.0,214.3,152.0,83.0,79,0.0,1020,86,16.6,0.0,2.0,Very Unhealthy
2022-01-19 00:00:00,2022-01-19,2022,1,0,2,0,0,0,269,540.2,46.3,32.0,204.7,145.0,88.0,83,0.0,1020,87,16.5,0.0,2.0,Very Unhealthy
2022-01-19 01:00:00,2022-01-19,2022,1,1,2,0,0,0,260,534.6,46.0,35.0,195.0,138.0,93.0,87,0.0,1020,87,16.4,0.0,2.0,Very Unhealthy
2022-01-19 02:00:00,2022-01-19,2022,1,2,2,0,0,0,256,536.7,44.3,34.3,191.3,135.33,87.7,62,0.0,1020,90,15.7,0.0,2.0,Very Unhealthy
2022-01-19 03:00:00,2022-01-19,2022,1,3,2,0,0,0,253,538.9,42.7,33.7,187.7,132.67,82.3,37,0.0,1019,92,15.1,0.0,2.0,Very Unhealthy
