local_time,date,year,month,hour,day_of_week,is_weekend,is_rush_hour,season,aqi,co,no2,o3,pm10,pm25,so2,clouds,precipitation,pressure,relative_humidity,temperature,uv_index,wind_speed,aqi_category,aqi_label,pred_aqi
2025-01-01 00:00:00,2025-01-01,2025,1,0,2,0,0,0,205,1500.0,8.0,2.2,174.0,155.0,32.0,37,0.0,1018,95,13.6,0.0,1.6,Very Unhealthy,2,208.61246
2025-01-01 01:00:00,2025-01-01,2025,1,1,2,0,0,0,227,416.1,37.0,20.0,113.0,113.0,106.0,37,0.0,1018,96,13.2,0.0,1.6,Very Unhealthy,2,228.0836
2025-01-01 02:00:00,2025-01-01,2025,1,2,2,0,0,0,227,418.6,36.3,16.0,114.0,113.67,93.7,0,0.0,1017,96,13.1,0.0,2.0,Very Unhealthy,2,228.0836
2025-01-01 03:00:00,2025-01-01,2025,1,3,2,0,0,0,228,421.2,35.7,12.0,115.0,114.33,81.3,0,0.0,1017,96,12.9,0.0,2.0,Very Unhealthy,2,228.0836
2025-01-01 04:00:00,2025-01-01,2025,1,4,2,0,0,0,229,423.7,35.0,8.0,116.0,115.0,69.0,0,0.0,1017,97,12.8,0.0,1.6,Very Unhealthy,2,228.0836
2025-01-01 05:00:00,2025-01-01,2025,1,5,2,0,0,0,246,447.0,37.7,7.7,128.3,127.67,69.7,0,0.0,1016,93,12.0,0.0,1.0,Very Unhealthy,2,246.3226
2025-01-01 06:00:00,2025-01-01,2025,1,6,2,0,1,0,263,470.4,40.3,7.3,140.7,140.33,70.3,0,0.0,1016,93,13.0,0.0,1.0,Very Unhealthy,2,263.19547
2025-01-01 07:00:00,2025-01-01,2025,1,7,2,0,1,0,203,493.7,43.0,7.0,153.0,153.0,71.0,0,0.0,1018,97,13.2,0.6,0.8,Very Unhealthy,2,201.67729
2025-01-01 08:00:00,2025-01-01,2025,1,8,2,0,1,0,240,1310.0,15.0,2.2,216.0,190.0,32.0,0,0.0,1018,89,15.1,2.2,0.8,Very Unhealthy,2,231.70085
2025-01-01 09:00:00,2025-01-01,2025,1,9,2,0,1,0,237,1310.0,15.0,3.2,216.0,187.0,32.0,0,0.0,1018,81,16.9,3.3,1.2,Very Unhealthy,2,232.9201
2025-01-01 10:00:00,2025-01-01,2025,1,10,2,0,0,0,233,1310.0,15.0,10.8,216.0,183.0,32.0,0,0.0,1019,75,18.8,4.6,1.2,Very Unhealthy,2,232.52834
2025-01-01 11:00:00,2025-01-01,2025,1,11,2,0,0,0,224,1175.7,15.0,15.5,210.7,174.0,32.0,0,0.0,1017,61,20.5,5.8,0.8,Very Unhealthy,2,220.94197
2025-01-01 12:00:00,2025-01-01,2025,1,12,2,0,0,0,219,806.0,15.0,27.0,210.0,169.0,32.0,0,0.0,1016,51,22.1,6.3,0.4,Very Unhealthy,2,219.03467
2025-01-01 13:00:00,2025-01-01,2025,1,13,2,0,0,0,206,907.0,15.0,24.9,200.0,156.0,32.0,0,0.0,1015,42,23.8,5.8,0.0,Very Unhealthy,2,220.70288
2025-01-01 14:00:00,2025-01-01,2025,1,14,2,0,0,0,256,605.0,8.0,34.6,174.0,135.0,32.0,0,0.0,1014,44,23.9,4.7,0.66,Very Unhealthy,2,258.947
2025-01-01 15:00:00,2025-01-01,2025,1,15,2,0,0,0,256,806.0,8.0,34.6,142.0,135.0,26.0,0,0.0,1013,45,24.0,3.3,1.33,Very Unhealthy,2,257.6028
2025-01-01 16:00:00,2025-01-01,2025,1,16,2,0,0,0,179,222.4,14.0,174.0,77.0,77.0,193.0,0,0.0,1013,47,24.1,2.3,2.0,Unhealthy,1,179.32257
2025-01-01 17:00:00,2025-01-01,2025,1,17,2,0,1,0,200,907.0,15.0,27.0,124.0,93.0,26.0,0,0.0,1013,53,22.3,2.0,1.33,Unhealthy,1,199.82594
2025-01-01 18:00:00,2025-01-01,2025,1,18,2,0,1,0,255,331.3,31.3,116.7,134.3,134.33,177.7,0,0.0,1013,60,20.6,0.0,0.66,Very Unhealthy,2,253.6649
2025-01-01 19:00:00,2025-01-01,2025,1,19,2,0,1,0,213,385.8,40.0,88.0,163.0,163.0,170.0,0,0.0,1014,67,18.8,0.0,2.0,Very Unhealthy,2,208.87524
2025-01-01 20:00:00,2025-01-01,2025,1,20,2,0,1,0,272,364.2,34.0,87.0,147.0,147.0,146.3,0,0.0,1015,71,18.6,0.0,1.0,Very Unhealthy,2,269.57425
2025-01-01 21:00:00,2025-01-01,2025,1,21,2,0,0,0,250,342.6,28.0,86.0,131.0,131.0,122.7,0,0.0,1015,75,18.4,0.0,2.0,Very Unhealthy,2,251.71999
2025-01-01 22:00:00,2025-01-01,2025,1,22,2,0,0,0,229,321.0,22.0,85.0,115.0,115.0,99.0,0,0.0,1016,80,18.2,0.0,3.0,Very Unhealthy,2,228.10788
2025-01-01 23:00:00,2025-01-01,2025,1,23,2,0,0,0,222,323.5,20.7,83.0,109.7,109.67,92.7,0,0.0,1016,83,17.8,0.0,2.0,Very Unhealthy,2,223.73895
2025-01-02 00:00:00,2025-01-02,2025,1,0,3,0,0,0,215,326.0,19.3,81.0,104.3,104.33,86.3,0,0.0,1016,86,17.3,0.0,1.0,Very Unhealthy,2,215.8406
2025-01-02 01:00:00,2025-01-02,2025,1,1,3,0,0,0,208,328.6,18.0,79.0,99.0,99.0,80.0,0,0.0,1016,90,16.9,0.0,1.6,Very Unhealthy,2,207.41081
2025-01-02 02:00:00,2025-01-02,2025,1,2,3,0,0,0,223,352.7,19.7,66.7,110.3,110.0,79.0,0,0.0,1016,92,16.3,0.0,1.2,Very Unhealthy,2,223.741
2025-01-02 03:00:00,2025-01-02,2025,1,3,3,0,0,0,237,376.8,21.3,54.3,121.7,121.0,78.0,0,0.0,1016,93,15.8,0.0,1.6,Very Unhealthy,2,236.32294
2025-01-02 04:00:00,2025-01-02,2025,1,4,3,0,0,0,252,400.9,23.0,42.0,133.0,132.0,77.0,0,0.0,1016,95,15.2,0.0,1.6,Very Unhealthy,2,252.33723
2025-01-02 05:00:00,2025-01-02,2025,1,5,3,0,0,0,208,536.0,20.3,28.7,174.0,158.0,62.0,0,0.0,1017,95,15.1,0.0,1.2,Very Unhealthy,2,207.78601
2025-01-02 06:00:00,2025-01-02,2025,1,6,3,0,1,0,234,671.0,17.7,15.4,215.0,184.0,47.0,0,0.0,1017,95,14.9,0.0,1.2,Very Unhealthy,2,231.31282
2025-01-02 07:00:00,2025-01-02,2025,1,7,3,0,1,0,260,806.0,15.0,2.2,256.0,210.0,32.0,87,0.0,1018,95,14.8,0.9,0.8,Very Unhealthy,2,247.62419
2025-01-02 08:00:00,2025-01-02,2025,1,8,3,0,1,0,262,1109.0,15.0,2.2,258.0,212.0,32.0,87,0.0,1018,85,16.9,1.3,0.4,Very Unhealthy,2,249.50081
2025-01-02 09:00:00,2025-01-02,2025,1,9,3,0,1,0,262,1411.0,15.0,7.6,262.0,212.0,32.0,87,0.0,1019,76,19.1,3.1,0.8,Very Unhealthy,2,247.73743
2025-01-02 10:00:00,2025-01-02,2025,1,10,3,0,0,0,197,249.2,12.0,151.0,91.0,91.0,184.0,87,0.0,1019,68,21.2,4.3,0.8,Unhealthy,1,196.99648
2025-01-02 11:00:00,2025-01-02,2025,1,11,3,0,0,0,256,907.0,8.0,25.9,248.0,206.0,32.0,87,0.0,1018,60,22.3,5.4,0.8,Very Unhealthy,2,248.7724
2025-01-02 12:00:00,2025-01-02,2025,1,12,3,0,0,0,231,907.0,15.0,33.5,216.0,181.0,32.0,87,0.0,1017,52,23.5,6.0,0.4,Very Unhealthy,2,231.77602
2025-01-02 13:00:00,2025-01-02,2025,1,13,3,0,0,0,165,200.8,7.0,203.0,68.0,67.0,167.0,87,0.0,1016,45,24.6,5.7,0.4,Unhealthy,1,164.915
2025-01-02 14:00:00,2025-01-02,2025,1,14,3,0,0,0,166,199.6,8.3,195.7,68.7,67.67,153.3,83,0.0,1016,45,24.6,4.5,0.33,Unhealthy,1,167.0089
2025-01-02 15:00:00,2025-01-02,2025,1,15,3,0,0,0,167,198.4,9.7,188.3,69.3,68.33,139.7,79,0.0,1015,45,24.5,3.2,0.66,Unhealthy,1,167.02473
2025-01-02 16:00:00,2025-01-02,2025,1,16,3,0,0,0,168,197.3,11.0,181.0,70.0,69.0,126.0,75,0.0,1015,45,24.5,2.3,1.0,Unhealthy,1,167.97978
2025-01-02 17:00:00,2025-01-02,2025,1,17,3,0,1,0,202,702.8,12.3,122.5,100.7,94.67,94.7,79,0.0,1016,51,22.9,1.9,0.66,Very Unhealthy,2,202.079
2025-01-02 18:00:00,2025-01-02,2025,1,18,3,0,1,0,211,1411.0,15.0,15.1,124.0,101.0,32.0,83,0.0,1016,58,21.3,0.0,0.33,Very Unhealthy,2,210.2078
2025-01-02 19:00:00,2025-01-02,2025,1,19,3,0,1,0,270,1500.0,15.0,5.4,162.0,146.0,32.0,87,0.0,1017,66,19.7,0.0,2.4,Very Unhealthy,2,268.74646
2025-01-02 20:00:00,2025-01-02,2025,1,20,3,0,1,0,236,1500.0,8.0,1.1,212.0,186.0,32.0,87,0.0,1017,68,19.6,0.0,1.2,Very Unhealthy,2,232.18591
2025-01-02 21:00:00,2025-01-02,2025,1,21,3,0,0,0,240,1500.0,15.0,2.5,215.3,190.0,32.0,87,0.0,1018,69,19.5,0.0,0.4,Very Unhealthy,2,231.78607
2025-01-02 22:00:00,2025-01-02,2025,1,22,3,0,0,0,262,1500.0,15.0,1.1,242.0,212.0,32.0,87,0.0,1019,71,19.4,0.0,1.2,Very Unhealthy,2,249.91042
2025-01-02 23:00:00,2025-01-02,2025,1,23,3,0,0,0,221,1210.0,15.0,2.2,246.0,212.0,32.0,91,0.0,1019,74,18.9,0.0,1.6,Very Unhealthy,2,247.17017
2025-01-03 00:00:00,2025-01-03,2025,1,0,4,0,0,0,234,1210.0,8.0,3.2,216.0,184.0,32.0,95,0.0,1019,77,18.5,0.0,1.2,Very Unhealthy,2,231.85269
2025-01-03 01:00:00,2025-01-03,2025,1,1,4,0,0,0,208,1210.0,15.0,5.4,192.0,158.0,32.0,100,0.0,1019,80,18.0,0.0,1.2,Very Unhealthy,2,218.18532
2025-01-03 02:00:00,2025-01-03,2025,1,2,4,0,0,0,261,1210.0,15.0,3.2,174.0,139.0,32.0,79,0.0,1019,82,17.3,0.0,1.6,Very Unhealthy,2,263.82855
2025-01-03 03:00:00,2025-01-03,2025,1,3,4,0,0,0,261,1142.7,15.0,3.2,174.7,138.67,32.0,58,0.0,1019,85,16.5,0.0,1.6,Very Unhealthy,2,257.21884
2025-01-03 04:00:00,2025-01-03,2025,1,4,4,0,0,0,248,1109.0,15.0,2.2,166.0,129.0,32.0,37,0.0,1019,89,15.8,0.0,2.0,Very Unhealthy,2,246.60254
2025-01-03 05:00:00,2025-01-03,2025,1,5,4,0,0,0,255,1142.7,15.0,2.2,169.3,134.67,32.0,33,0.0,1019,90,15.6,0.0,1.6,Very Unhealthy,2,251.9538
2025-01-03 06:00:00,2025-01-03,2025,1,6,4,0,1,0,263,1176.3,15.0,2.2,172.7,140.33,32.0,29,0.0,1020,92,15.4,0.0,2.0,Very Unhealthy,2,263.1902
2025-01-03 07:00:00,2025-01-03,2025,1,7,4,0,1,0,270,1210.0,15.0,2.2,176.0,146.0,32.0,25,0.0,1021,94,15.2,1.8,2.4,Very Unhealthy,2,269.3787
2025-01-03 08:00:00,2025-01-03,2025,1,8,4,0,1,0,213,1411.0,8.0,2.2,196.0,163.0,32.0,26,0.0,1021,82,17.4,2.3,0.66,Very Unhealthy,2,211.39426
2025-01-03 09:00:00,2025-01-03,2025,1,9,4,0,1,0,216,1008.0,15.0,6.5,194.7,165.33,32.0,28,0.0,1021,72,19.6,3.3,1.33,Very Unhealthy,2,220.92769
2025-01-03 10:00:00,2025-01-03,2025,1,10,4,0,0,0,225,907.0,15.0,8.6,204.0,175.0,32.0,29,0.0,1022,63,21.8,4.7,2.0,Very Unhealthy,2,223.00229
2025-01-03 11:00:00,2025-01-03,2025,1,11,4,0,0,0,218,806.0,15.0,25.9,194.0,168.0,32.0,31,0.0,1020,54,22.9,5.9,1.66,Very Unhealthy,2,219.12584
2025-01-03 12:00:00,2025-01-03,2025,1,12,4,0,0,0,206,605.0,8.0,37.8,176.0,156.0,32.0,33,0.0,1019,47,24.1,6.4,1.33,Very Unhealthy,2,209.63641
2025-01-03 13:00:00,2025-01-03,2025,1,13,4,0,0,0,250,605.0,15.0,44.3,140.0,131.0,32.0,34,0.0,1018,40,25.2,5.9,1.0,Very Unhealthy,2,252.09161
2025-01-03 14:00:00,2025-01-03,2025,1,14,4,0,0,0,215,458.6,12.3,81.9,110.7,104.33,57.7,0,0.0,1017,39,25.4,4.7,0.66,Very Unhealthy,2,215.91277
2025-01-03 15:00:00,2025-01-03,2025,1,15,4,0,0,0,203,706.0,8.0,24.9,114.0,95.0,32.0,0,0.0,1017,38,25.5,3.2,0.33,Very Unhealthy,2,202.01236
2025-01-03 16:00:00,2025-01-03,2025,1,16,4,0,0,0,142,165.7,7.0,157.0,52.0,51.0,109.0,0,0.0,1016,37,25.7,2.2,0.8,Unhealthy for sensitive groups,1,142.12964
2025-01-03 17:00:00,2025-01-03,2025,1,17,4,0,1,0,137,806.0,15.0,19.5,62.0,49.0,32.0,0,0.0,1016,44,23.6,1.7,1.2,Unhealthy for sensitive groups,1,137.21782
2025-01-03 18:00:00,2025-01-03,2025,1,18,4,0,1,0,173,20.0,8.0,4.4,91.3,73.0,16.0,0,0.0,1016,52,21.6,0.0,2.0,Unhealthy,1,173.0527
2025-01-03 19:00:00,2025-01-03,2025,1,19,4,0,1,0,187,40.0,4.0,0.5,103.8,83.0,16.0,0,0.0,1016,63,19.5,0.0,1.6,Unhealthy,1,186.98453
2025-01-03 20:00:00,2025-01-03,2025,1,20,4,0,1,0,219,30.0,4.0,0.8,134.6,107.67,16.0,0,0.0,1017,64,19.2,0.0,0.66,Very Unhealthy,2,219.63849
2025-01-03 21:00:00,2025-01-03,2025,1,21,4,0,0,0,242,40.0,8.0,1.0,156.3,125.0,19.0,0,0.0,1018,65,18.8,0.0,1.33,Very Unhealthy,2,241.37926
2025-01-03 22:00:00,2025-01-03,2025,1,22,4,0,0,0,207,10.0,4.0,1.4,196.3,157.0,16.0,0,0.0,1018,66,18.5,0.0,2.0,Very Unhealthy,2,210.61098
2025-01-03 23:00:00,2025-01-03,2025,1,23,4,0,0,0,267,113.3,10.7,11.9,169.8,143.67,33.0,0,0.0,1018,69,18.2,0.0,1.66,Very Unhealthy,2,262.5061
2025-01-04 00:00:00,2025-01-04,2025,1,0,5,1,0,0,250,216.5,17.3,22.5,143.4,130.33,50.0,0,0.0,1018,71,17.8,0.0,1.33,Very Unhealthy,2,250.9594
2025-01-04 01:00:00,2025-01-04,2025,1,1,5,1,0,0,232,319.8,24.0,33.0,117.0,117.0,67.0,0,0.0,1018,73,17.5,0.0,1.0,Very Unhealthy,2,231.95886
2025-01-04 02:00:00,2025-01-04,2025,1,2,5,1,0,0,238,327.8,25.7,27.7,121.3,121.33,68.0,0,0.0,1017,77,16.6,0.0,0.66,Very Unhealthy,2,236.26843
2025-01-04 03:00:00,2025-01-04,2025,1,3,5,1,0,0,243,335.8,27.3,22.3,125.7,125.67,69.0,0,0.0,1017,82,15.7,0.0,0.33,Very Unhealthy,2,240.77596
2025-01-04 04:00:00,2025-01-04,2025,1,4,5,1,0,0,249,343.7,29.0,17.0,130.0,130.0,70.0,0,0.0,1017,86,14.8,0.0,0.8,Very Unhealthy,2,246.45978
2025-01-04 05:00:00,2025-01-04,2025,1,5,5,1,0,0,261,341.0,28.0,17.7,139.0,138.67,65.7,0,0.0,1017,89,14.2,0.0,0.8,Very Unhealthy,2,257.55627
2025-01-04 06:00:00,2025-01-04,2025,1,6,5,1,1,0,272,338.3,27.0,18.3,148.0,147.33,61.3,0,0.0,1018,92,13.6,0.0,0.8,Very Unhealthy,2,269.96228
2025-01-04 07:00:00,2025-01-04,2025,1,7,5,1,1,0,206,335.6,26.0,19.0,157.0,156.0,57.0,0,0.0,1019,94,13.0,1.9,1.6,Very Unhealthy,2,207.1885
2025-01-04 08:00:00,2025-01-04,2025,1,8,5,1,1,0,214,227.0,20.0,14.3,179.3,163.67,43.3,0,0.0,1019,78,15.7,2.2,1.2,Very Unhealthy,2,208.52621
2025-01-04 09:00:00,2025-01-04,2025,1,9,5,1,1,0,203,10.0,8.0,1.0,191.3,153.0,16.0,0,0.0,1020,66,18.5,3.1,1.6,Very Unhealthy,2,214.53757
2025-01-04 10:00:00,2025-01-04,2025,1,10,5,1,0,0,229,10.0,8.0,4.9,223.8,179.0,16.0,0,0.0,1020,55,21.2,4.4,2.4,Very Unhealthy,2,230.1056
2025-01-04 11:00:00,2025-01-04,2025,1,11,5,1,0,0,222,1210.0,8.0,9.7,188.0,172.0,32.0,0,0.0,1019,54,21.9,5.6,0.66,Very Unhealthy,2,226.8606
2025-01-04 12:00:00,2025-01-04,2025,1,12,5,1,0,0,215,1210.0,15.0,18.4,182.0,165.0,32.0,0,0.0,1018,52,22.5,5.1,1.33,Very Unhealthy,2,225.75803
2025-01-04 13:00:00,2025-01-04,2025,1,13,5,1,0,0,201,1210.0,8.0,16.2,166.0,151.0,32.0,0,0.0,1017,51,23.2,2.7,2.0,Very Unhealthy,2,207.80757
2025-01-04 14:00:00,2025-01-04,2025,1,14,5,1,0,0,234,861.5,8.7,62.5,128.7,118.33,50.0,0,0.0,1016,50,23.4,1.6,1.33,Very Unhealthy,2,232.03847
2025-01-04 15:00:00,2025-01-04,2025,1,15,5,1,0,0,240,907.0,8.0,22.7,138.0,123.0,32.0,0,0.0,1015,49,23.6,1.0,0.66,Very Unhealthy,2,240.99316
2025-01-04 16:00:00,2025-01-04,2025,1,16,5,1,0,0,148,164.6,10.0,155.0,54.0,53.0,86.0,77,0.0,1014,48,23.8,0.8,2.8,Unhealthy for sensitive groups,1,148.00673
2025-01-04 17:00:00,2025-01-04,2025,1,17,5,1,1,0,157,183.8,14.0,136.0,61.7,60.67,90.7,79,0.0,1015,52,22.5,0.8,2.4,Unhealthy,1,156.27899
2025-01-04 18:00:00,2025-01-04,2025,1,18,5,1,1,0,167,203.1,18.0,117.0,69.3,68.33,95.3,81,0.0,1016,55,21.3,0.0,2.8,Unhealthy,1,167.01538
2025-01-04 19:00:00,2025-01-04,2025,1,19,5,1,1,0,177,222.4,22.0,98.0,77.0,76.0,100.0,82,0.0,1017,59,20.0,0.0,3.6,Unhealthy,1,177.1839
2025-01-04 20:00:00,2025-01-04,2025,1,20,5,1,1,0,171,218.7,20.0,97.0,72.3,71.33,104.7,84,0.0,1018,66,19.2,0.0,3.6,Unhealthy,1,170.92699
2025-01-04 21:00:00,2025-01-04,2025,1,21,5,1,0,0,165,215.0,18.0,96.0,67.7,66.67,109.3,85,0.0,1019,73,18.4,0.0,2.8,Unhealthy,1,164.25632
2025-01-04 22:00:00,2025-01-04,2025,1,22,5,1,0,0,159,211.3,16.0,95.0,63.0,62.0,114.0,87,0.0,1020,80,17.6,0.0,1.6,Unhealthy,1,158.91975
2025-01-04 23:00:00,2025-01-04,2025,1,23,5,1,0,0,165,212.2,15.0,91.0,67.7,67.0,107.7,87,0.0,1020,83,17.3,0.0,0.33,Unhealthy,1,164.89957
2025-01-05 00:00:00,2025-01-05,2025,1,0,6,1,0,0,172,213.2,14.0,87.0,72.3,72.0,101.3,87,0.0,1020,86,16.9,0.0,0.66,Unhealthy,1,172.1394
2025-01-05 01:00:00,2025-01-05,2025,1,1,6,1,0,0,179,214.2,13.0,83.0,77.0,77.0,95.0,87,0.25,1020,89,16.6,0.0,1.0,Unhealthy,1,179.32803
2025-01-05 02:00:00,2025-01-05,2025,1,2,6,1,0,0,185,146.1,10.0,56.7,89.3,81.67,68.7,87,0.25,1021,90,16.3,0.0,0.83,Unhealthy,1,185.33969
2025-01-05 03:00:00,2025-01-05,2025,1,3,6,1,0,0,191,78.1,7.0,30.3,101.5,86.33,42.3,87,0.0,1021,91,16.0,0.0,0.66,Unhealthy,1,189.78067
2025-01-05 04:00:00,2025-01-05,2025,1,4,6,1,0,0,197,10.0,4.0,4.0,113.8,91.0,16.0,87,0.0,1021,91,15.7,0.0,0.5,Unhealthy,1,197.12492
2025-01-05 05:00:00,2025-01-05,2025,1,5,6,1,0,0,200,113.5,10.7,15.0,107.8,92.67,41.7,87,0.0,1021,92,15.4,0.0,0.33,Unhealthy,1,199.47171
2025-01-05 06:00:00,2025-01-05,2025,1,6,6,1,1,0,202,216.9,17.3,26.0,101.9,94.33,67.3,87,0.0,1022,93,15.1,0.0,0.16,Very Unhealthy,2,202.01228
2025-01-05 07:00:00,2025-01-05,2025,1,7,6,1,1,0,204,320.4,24.0,37.0,96.0,96.0,93.0,87,0.0,1022,94,14.8,1.6,2.0,Very Unhealthy,2,204.55928
2025-01-05 08:00:00,2025-01-05,2025,1,8,6,1,1,0,195,297.1,18.7,67.0,89.7,89.33,112.0,86,0.0,1022,84,16.5,2.1,0.66,Unhealthy,1,195.42929
2025-01-05 09:00:00,2025-01-05,2025,1,9,6,1,1,0,186,273.7,13.3,97.0,83.3,82.67,131.0,86,0.0,1022,75,18.1,3.2,1.33,Unhealthy,1,185.38464
2025-01-05 10:00:00,2025-01-05,2025,1,10,6,1,0,0,177,250.4,8.0,127.0,77.0,76.0,150.0,85,0.0,1022,67,19.8,4.6,2.0,Unhealthy,1,177.17871
2025-01-05 11:00:00,2025-01-05,2025,1,11,6,1,0,0,199,334.9,8.0,96.9,102.0,92.33,110.7,85,0.0,1021,53,21.2,5.9,1.33,Unhealthy,1,199.54381
2025-01-05 12:00:00,2025-01-05,2025,1,12,6,1,0,0,221,419.5,8.0,66.8,127.0,108.67,71.3,84,0.0,1019,43,22.6,6.4,0.66,Very Unhealthy,2,219.80379
2025-01-05 13:00:00,2025-01-05,2025,1,13,6,1,0,0,242,504.0,8.0,36.8,152.0,125.0,32.0,84,0.0,1018,34,24.0,5.9,1.6,Very Unhealthy,2,241.28392
2025-01-05 14:00:00,2025-01-05,2025,1,14,6,1,0,0,228,339.3,6.7,30.5,140.1,114.33,26.0,0,0.0,1017,35,24.2,4.8,0.33,Very Unhealthy,2,228.09758
2025-01-05 15:00:00,2025-01-05,2025,1,15,6,1,0,0,200,10.0,8.0,18.5,116.3,93.0,16.0,0,0.0,1016,36,24.3,3.4,0.66,Unhealthy,1,199.73454
2025-01-05 16:00:00,2025-01-05,2025,1,16,6,1,0,0,200,10.0,4.0,18.1,116.3,93.0,14.0,0,0.0,1015,37,24.5,2.4,1.0,Unhealthy,1,199.72827
2025-01-05 17:00:00,2025-01-05,2025,1,17,6,1,1,0,203,10.0,4.0,11.9,118.8,95.0,16.0,0,0.0,1016,45,22.3,2.0,0.66,Very Unhealthy,2,202.1769
2025-01-05 18:00:00,2025-01-05,2025,1,18,6,1,1,0,189,20.0,8.0,1.4,106.3,85.0,16.0,0,0.0,1016,53,20.1,0.0,0.33,Unhealthy,1,189.7003
2025-01-05 19:00:00,2025-01-05,2025,1,19,6,1,1,0,264,442.4,45.0,88.0,141.0,141.0,191.0,0,0.0,1016,64,17.9,0.0,2.0,Very Unhealthy,2,263.94635
2025-01-05 20:00:00,2025-01-05,2025,1,20,6,1,1,0,227,1500.0,15.0,1.1,132.0,113.0,32.0,0,0.0,1017,69,17.1,0.0,0.66,Very Unhealthy,2,228.25755
2025-01-05 21:00:00,2025-01-05,2025,1,21,6,1,0,0,205,30.0,8.0,1.0,193.8,155.0,16.0,0,0.0,1017,75,16.2,0.0,1.33,Very Unhealthy,2,208.8741
2025-01-05 22:00:00,2025-01-05,2025,1,22,6,1,0,0,238,529.9,44.0,47.0,189.0,188.0,167.0,0,0.0,1017,81,15.4,0.0,2.0,Very Unhealthy,2,231.89587
2025-01-05 23:00:00,2025-01-05,2025,1,23,6,1,0,0,216,20.0,8.0,1.8,207.5,166.0,16.0,0,0.0,1017,79,15.8,0.0,2.0,Very Unhealthy,2,221.52347
2025-01-06 00:00:00,2025-01-06,2025,1,0,0,0,0,0,265,431.1,26.7,59.0,142.3,142.0,121.7,0,0.0,1017,77,16.2,0.0,2.0,Very Unhealthy,2,263.77307
2025-01-06 01:00:00,2025-01-06,2025,1,1,0,0,0,0,235,381.7,18.0,65.0,119.0,119.0,99.0,0,0.0,1017,76,16.6,0.0,2.0,Very Unhealthy,2,236.31271
2025-01-06 02:00:00,2025-01-06,2025,1,2,0,0,0,0,234,380.1,17.7,62.0,118.7,118.33,95.0,0,0.0,1017,76,16.5,0.0,2.0,Very Unhealthy,2,231.96779
2025-01-06 03:00:00,2025-01-06,2025,1,3,0,0,0,0,233,378.6,17.3,59.0,118.3,117.67,91.0,0,0.0,1017,77,16.3,0.0,2.0,Very Unhealthy,2,231.96779
2025-01-06 04:00:00,2025-01-06,2025,1,4,0,0,0,0,232,377.0,17.0,56.0,118.0,117.0,87.0,0,0.0,1017,77,16.2,0.0,2.0,Very Unhealthy,2,231.96779
2025-01-06 05:00:00,2025-01-06,2025,1,5,0,0,0,0,247,401.9,19.3,48.0,129.7,128.67,87.3,0,0.0,1017,82,15.4,0.0,1.33,Very Unhealthy,2,246.40515
2025-01-06 06:00:00,2025-01-06,2025,1,6,0,0,1,0,263,426.8,21.7,40.0,141.3,140.33,87.7,0,0.0,1018,87,14.6,0.0,0.66,Very Unhealthy,2,263.85196
2025-01-06 07:00:00,2025-01-06,2025,1,7,0,0,1,0,202,451.7,24.0,32.0,153.0,152.0,88.0,0,0.0,1018,93,13.8,2.0,1.2,Very Unhealthy,2,214.60468
2025-01-06 08:00:00,2025-01-06,2025,1,8,0,0,1,0,261,397.4,20.0,66.0,140.0,139.0,106.7,0,0.0,1019,83,15.7,2.3,0.33,Very Unhealthy,2,263.31534
2025-01-06 09:00:00,2025-01-06,2025,1,9,0,0,1,0,210,20.0,4.0,1.0,200.0,160.0,16.0,0,0.0,1019,74,17.7,3.3,0.66,Very Unhealthy,2,212.69058
2025-01-06 10:00:00,2025-01-06,2025,1,10,0,0,0,0,227,288.9,12.0,134.0,114.0,113.0,144.0,0,0.0,1020,66,19.6,4.6,1.0,Very Unhealthy,2,228.2334
2025-01-06 11:00:00,2025-01-06,2025,1,11,0,0,0,0,214,273.5,10.7,153.0,104.3,103.33,140.3,0,0.0,1018,59,20.9,5.9,1.0,Very Unhealthy,2,212.422
2025-01-06 12:00:00,2025-01-06,2025,1,12,0,0,0,0,201,258.1,9.3,172.0,94.7,93.67,136.7,0,0.0,1017,52,22.1,6.4,1.0,Very Unhealthy,2,199.54393
2025-01-06 13:00:00,2025-01-06,2025,1,13,0,0,0,0,188,242.8,8.0,191.0,85.0,84.0,133.0,0,0.0,1016,47,23.4,5.8,1.0,Unhealthy,1,188.07356
2025-01-06 14:00:00,2025-01-06,2025,1,14,0,0,0,0,187,243.8,8.7,193.7,84.3,83.33,129.7,0,0.0,1015,46,23.6,4.5,1.0,Unhealthy,1,187.12413
2025-01-06 15:00:00,2025-01-06,2025,1,15,0,0,0,0,186,244.7,9.3,196.3,83.7,82.67,126.3,0,0.0,1014,45,23.8,3.0,1.0,Unhealthy,1,185.35329
2025-01-06 16:00:00,2025-01-06,2025,1,16,0,0,0,0,185,245.7,10.0,199.0,83.0,82.0,123.0,0,0.0,1014,45,24.0,2.2,1.0,Unhealthy,1,185.35329
2025-01-06 17:00:00,2025-01-06,2025,1,17,0,0,1,0,204,170.5,8.0,134.4,107.4,96.33,87.3,0,0.0,1014,48,22.7,2.0,0.66,Very Unhealthy,2,204.57228
2025-01-06 18:00:00,2025-01-06,2025,1,18,0,0,1,0,223,95.2,6.0,69.9,131.8,110.67,51.7,0,0.0,1015,52,21.3,0.0,0.33,Very Unhealthy,2,223.63934
